vendor_id,order_hour,day_of_week,item_count,is_peak_hour,historical_delay_avg,prep_time_minutes
59,8,3,10,0,0.09,26.81
70,12,3,7,1,12.36,30.38
116,20,4,10,1,6.83,35.48
71,15,1,3,0,1.53,12.49
118,15,3,1,0,2.29,12.62
56,22,6,11,0,9.34,37.21
74,11,3,7,0,4.87,14.14
136,17,6,4,0,0.38,21.73
69,13,5,11,1,0.44,26.57
137,19,3,8,1,3.24,23.66
35,19,2,5,1,9.38,30.36
115,23,0,9,0,4.56,25.64
24,18,5,7,1,0.58,32.98
182,12,0,3,1,0.0,17.39
183,6,4,4,0,6.74,19.92
35,19,4,1,1,10.64,23.42
193,12,2,8,1,6.5,36.72
164,14,0,11,0,2.34,30.61
68,20,5,11,1,4.88,35.29
95,12,4,8,1,2.44,29.33
68,11,4,3,0,4.09,15.56
185,17,3,2,0,0.89,16.47
131,16,1,8,0,2.18,22.27
72,20,5,6,1,0.0,24.93
74,16,3,3,0,2.57,12.9
30,6,0,10,0,0.0,23.99
67,13,6,8,1,0.0,30.33
83,10,6,10,0,2.62,34.84
92,20,2,4,1,5.2,21.82
173,13,0,4,1,3.82,25.53
156,23,4,10,0,0.84,24.86
3,20,2,5,1,4.8,24.26
39,9,1,2,0,2.25,13.91
173,13,4,9,1,2.53,35.22
62,19,3,1,1,0.0,8.49
156,18,2,4,1,1.12,19.87
125,0,4,11,0,0.97,26.26
107,15,0,5,0,1.74,19.04
59,16,2,1,0,0.0,11.49
81,17,3,9,0,4.84,31.55
57,20,3,3,1,0.0,21.28
116,15,3,7,0,6.02,29.08
114,12,3,3,1,4.44,22.08
109,8,1,8,0,1.44,27.54
40,14,5,6,0,1.91,22.36
67,11,2,8,0,2.39,24.17
39,12,0,8,1,2.07,25.47
59,13,1,8,1,2.17,23.77
80,19,3,10,1,0.85,35.31
177,14,4,10,0,4.32,30.0
22,13,1,1,1,1.36,12.29
52,14,4,10,0,5.1,31.58
28,10,1,8,0,3.24,27.65
84,13,2,1,1,0.0,13.0
95,19,5,7,1,4.1,24.3
69,17,1,10,0,0.59,24.46
152,7,2,3,0,1.66,10.07
190,5,3,11,0,0.0,24.8
145,22,5,8,0,1.28,23.33
43,18,0,1,1,0.0,12.26
139,18,0,2,1,1.91,19.64
41,13,4,6,1,0.0,18.62
20,8,5,9,0,1.4,27.8
47,18,1,6,1,1.9,33.07
74,17,1,2,0,6.46,14.46
81,7,6,8,0,5.01,25.07
44,15,5,4,0,7.18,26.5
4,17,0,11,0,3.74,28.78
4,11,2,1,0,2.9,8.37
71,12,6,5,1,3.22,20.61
15,19,4,1,1,0.88,11.62
21,17,4,6,0,2.03,19.97
72,19,6,2,1,0.85,16.03
154,10,4,6,0,0.4,19.83
178,18,6,11,1,2.68,36.74
160,16,3,6,0,3.77,18.76
80,19,1,3,1,0.57,16.61
3,8,3,3,0,4.39,23.04
165,11,2,8,0,1.09,21.89
181,13,1,11,1,1.94,36.78
151,11,3,4,0,5.97,24.27
190,16,0,1,0,0.0,8.41
45,11,4,7,0,0.9,21.58
30,18,1,3,1,0.37,19.04
7,14,3,8,0,0.67,19.69
34,18,4,8,1,9.18,34.12
6,20,4,9,1,0.0,24.48
173,6,1,3,0,0.16,20.12
75,19,4,11,1,5.43,33.47
134,20,0,5,1,1.28,25.95
109,9,2,4,0,0.0,14.88
50,5,6,3,0,0.0,15.01
181,7,2,5,0,1.79,15.84
59,14,1,10,0,0.0,23.18
150,19,3,1,1,1.98,19.22
82,13,6,7,1,1.62,30.9
72,12,3,5,1,1.38,15.47
123,21,2,9,1,0.59,26.94
165,12,4,3,1,0.46,17.7
190,11,1,9,0,0.0,21.91
157,16,1,10,0,4.93,28.11
108,19,6,2,1,5.93,21.27
54,19,3,7,1,6.26,27.15
17,17,3,5,0,0.97,17.9
112,19,3,1,1,1.36,18.38
88,20,4,10,1,4.41,34.37
102,15,1,6,0,1.56,19.21
29,16,6,9,0,2.69,29.7
2,20,1,7,1,9.18,25.56
73,21,4,5,1,0.0,19.75
171,17,5,9,0,2.58,25.83
195,19,6,7,1,3.63,25.18
77,21,0,8,1,5.36,32.08
93,13,0,5,1,2.64,17.29
135,13,1,6,1,10.76,32.56
183,14,1,8,0,7.23,24.64
185,11,0,2,0,0.0,8.54
191,13,1,7,1,0.2,23.17
88,23,1,4,0,2.53,17.16
29,6,4,8,0,4.86,26.2
42,18,5,4,1,0.86,20.45
67,13,6,11,1,0.0,37.33
120,10,1,3,0,3.6,15.34
164,16,0,5,0,4.01,19.99
92,19,2,9,1,3.29,33.52
196,15,3,3,0,1.54,12.78
51,13,0,1,1,9.95,18.19
69,10,2,11,0,0.65,23.02
39,16,5,8,0,3.24,24.83
77,18,3,8,1,6.54,33.6
2,17,3,9,0,9.8,28.96
138,12,0,4,1,4.87,23.39
150,13,1,8,1,0.18,23.86
125,16,6,8,0,0.44,25.38
170,21,4,1,1,0.56,16.61
79,21,6,2,1,0.0,17.95
58,16,2,9,0,0.69,22.92
187,13,4,3,1,7.63,24.02
136,6,2,3,0,1.57,19.67
144,19,3,4,1,0.41,17.24
151,9,0,4,0,8.91,16.42
118,11,5,6,0,0.34,15.3
26,12,6,11,1,2.88,30.63
16,23,6,9,0,0.0,24.18
135,16,1,5,0,8.56,19.45
110,19,0,4,1,0.78,18.93
152,15,1,10,0,1.35,24.73
136,19,4,10,1,1.26,38.3
31,18,5,3,1,2.66,20.5
134,23,3,9,0,0.67,23.03
74,13,4,8,1,4.35,28.52
142,14,6,11,0,0.65,32.68
82,19,5,5,1,2.88,26.05
158,16,3,1,0,4.2,11.17
87,21,4,10,1,3.68,33.88
153,16,6,6,0,0.31,25.56
145,21,0,1,1,1.8,15.08
10,15,2,11,0,3.61,33.97
133,15,5,2,0,0.0,12.72
89,12,6,1,1,6.75,20.77
87,14,1,7,0,1.39,19.38
137,14,1,5,0,2.19,17.78
15,20,5,4,1,2.15,22.01
89,13,5,10,1,5.19,35.33
82,14,3,10,0,3.17,25.28
195,11,0,3,0,1.01,10.34
92,13,5,5,1,4.46,24.98
17,19,5,10,1,3.18,35.92
158,0,1,7,0,4.73,17.69
66,18,2,1,1,2.18,15.72
145,11,5,8,0,1.82,27.2
194,11,4,5,0,2.1,12.9
148,17,3,3,0,2.88,16.25
147,19,0,8,1,3.44,29.5
82,16,2,1,0,2.55,10.06
173,16,4,2,0,2.14,13.13
100,18,6,4,1,0.0,25.01
196,17,1,7,0,2.61,25.92
41,15,4,2,0,0.65,9.19
181,20,4,4,1,2.92,27.04
123,12,3,6,1,1.35,21.75
131,11,3,7,0,3.01,23.24
161,8,2,7,0,0.0,16.45
47,18,4,9,1,2.04,24.6
45,11,3,6,0,0.07,18.84
144,13,3,1,1,1.39,9.08
72,11,0,3,0,0.16,16.23
178,16,6,5,0,0.0,19.78
113,15,5,6,0,9.19,25.78
87,13,5,4,1,3.21,23.57
55,19,4,4,1,2.74,20.55
43,21,4,8,1,0.48,24.72
154,17,1,1,0,0.8,14.65
86,12,6,7,1,1.05,23.16
12,16,2,8,0,10.77,36.93
24,13,1,4,1,0.85,17.85
53,13,3,4,1,8.41,21.69
179,18,2,3,1,10.53,27.66
188,11,0,8,0,2.49,26.86
97,16,3,1,0,3.3,13.57
166,12,3,5,1,4.97,27.48
55,21,1,6,1,4.59,28.6
42,15,4,3,0,1.86,17.26
149,16,3,7,0,0.6,18.52
170,21,0,2,1,3.19,17.31
136,13,3,6,1,0.66,22.49
60,9,0,7,0,2.06,24.14
61,11,3,7,0,0.0,23.75
179,17,5,7,0,6.93,27.25
166,14,2,2,0,6.61,14.4
130,10,3,9,0,2.05,26.61
17,13,3,1,1,0.0,17.3
84,19,5,11,1,0.0,30.5
145,8,3,8,0,1.89,20.12
137,16,6,5,0,1.71,24.77
134,16,4,4,0,0.43,8.72
58,22,2,9,0,1.26,29.8
137,14,5,5,0,2.57,21.07
181,16,1,6,0,2.22,25.41
156,17,0,2,0,0.97,9.53
35,16,3,2,0,10.32,21.27
198,23,0,7,0,6.12,24.72
55,19,3,2,1,0.91,14.53
160,10,0,11,0,2.0,35.18
84,13,0,10,1,1.92,28.87
57,18,0,3,1,2.63,20.55
81,13,1,10,1,5.28,33.92
141,19,1,10,1,9.12,39.12
123,12,3,4,1,1.88,19.04
33,21,2,4,1,1.04,21.33
167,15,0,3,0,1.45,15.87
143,5,1,10,0,3.1,32.21
141,15,2,7,0,9.35,26.51
198,10,4,8,0,7.02,23.17
78,19,6,9,1,0.42,31.08
144,11,5,5,0,0.86,23.64
44,18,3,4,1,7.18,23.2
193,8,0,11,0,6.26,30.95
118,18,0,1,1,0.9,13.66
22,21,2,11,1,1.03,35.58
38,14,0,1,0,0.0,8.02
141,20,0,5,1,11.18,32.87
14,12,0,8,1,2.42,29.18
100,14,5,10,0,0.3,29.67
135,1,5,6,0,7.38,24.81
187,7,3,11,0,5.27,30.8
60,13,3,6,1,2.15,22.93
47,10,1,8,0,1.09,21.14
116,14,5,3,0,5.87,24.04
175,7,4,9,0,3.11,30.12
173,11,2,9,0,1.48,25.93
134,11,0,8,0,0.41,23.59
120,12,5,7,1,2.85,31.36
165,14,0,5,0,0.21,9.06
115,6,2,2,0,3.43,16.57
120,18,0,3,1,3.23,18.8
116,14,2,11,0,7.32,28.17
6,9,4,8,0,1.78,23.6
106,10,0,4,0,0.13,14.46
93,18,3,2,1,3.74,15.92
75,19,0,8,1,3.28,28.22
162,16,6,5,0,2.45,26.49
128,12,5,9,1,7.21,32.71
93,11,6,4,0,3.19,18.33
137,14,2,10,0,3.09,34.03
74,7,1,10,0,5.51,38.42
200,11,0,2,0,3.93,15.17
127,6,0,2,0,5.09,14.62
146,16,4,7,0,0.0,20.88
20,9,2,7,0,1.73,18.83
83,18,1,9,1,1.24,32.66
51,10,2,5,0,10.07,19.15
145,11,0,5,0,0.67,13.43
76,5,2,5,0,3.47,18.57
15,19,0,7,1,0.15,30.31
54,22,0,11,0,5.92,34.33
68,18,0,2,1,4.99,13.07
124,19,4,2,1,2.82,15.84
192,11,1,2,0,7.99,16.5
179,7,5,9,0,9.72,30.18
102,13,2,4,1,4.22,22.24
122,12,6,8,1,6.86,39.24
100,14,5,1,0,0.32,14.74
14,11,4,8,0,1.87,23.38
42,13,2,2,1,2.25,15.61
190,16,6,2,0,1.3,10.77
105,9,4,3,0,8.99,20.45
100,19,1,8,1,0.85,35.82
158,23,4,11,0,2.8,24.47
4,14,3,1,0,3.19,13.13
172,9,5,10,0,0.0,27.87
86,18,3,11,1,0.0,32.41
67,13,1,1,1,0.97,12.73
198,11,3,8,0,6.87,25.96
88,5,6,5,0,4.06,20.9
107,19,3,7,1,1.21,21.61
118,8,0,4,0,0.0,12.87
111,20,6,1,1,2.16,18.31
80,14,3,8,0,0.0,18.74
107,13,0,11,1,2.34,35.7
200,17,1,4,0,5.22,19.7
96,17,0,7,0,0.54,21.28
137,21,6,9,1,3.46,30.01
150,15,5,5,0,0.97,22.77
150,14,0,5,0,0.99,18.24
121,21,3,4,1,5.94,18.23
20,7,3,10,0,2.11,29.55
177,0,3,9,0,3.46,27.09
145,12,2,6,1,1.14,25.2
59,16,4,10,0,1.73,26.59
25,16,6,6,0,4.21,24.73
12,22,2,1,0,10.36,17.79
85,22,2,7,0,2.15,23.89
88,18,4,11,1,0.41,32.11
88,4,5,1,0,4.52,18.83
60,12,2,4,1,2.25,26.4
5,11,0,6,0,0.0,22.59
15,11,6,8,0,0.0,20.94
139,19,2,2,1,1.04,19.15
154,11,0,8,0,1.91,18.56
182,19,5,8,1,1.32,34.19
4,17,4,9,0,3.04,27.46
126,13,5,9,1,1.65,35.6
48,12,0,4,1,2.34,21.8
15,16,6,1,0,1.28,15.91
64,19,2,10,1,2.21,29.18
96,18,0,10,1,4.12,30.71
8,15,3,8,0,5.58,28.73
180,19,0,8,1,0.0,25.21
183,19,2,9,1,8.97,35.14
160,11,1,11,0,2.93,29.84
144,12,3,11,1,1.24,34.55
143,21,0,4,1,2.06,19.54
65,11,4,3,0,0.35,16.53
9,14,5,9,0,1.87,25.32
86,16,2,10,0,1.46,28.76
95,11,5,6,0,6.87,23.75
158,13,5,5,1,4.6,21.55
47,20,5,6,1,1.22,27.0
80,13,1,8,1,0.0,27.22
85,21,5,9,1,1.28,33.11
70,11,5,3,0,14.47,28.08
180,14,2,8,0,0.0,26.21
142,12,1,9,1,0.0,34.45
73,12,4,11,1,0.0,29.99
107,15,6,6,0,0.17,22.18
83,13,5,9,1,0.59,32.71
76,9,6,1,0,4.65,12.02
134,19,1,6,1,1.67,26.36
83,16,2,4,0,1.15,16.6
42,2,6,10,0,1.64,27.77
22,18,4,10,1,0.68,28.19
200,15,1,10,0,4.37,23.28
118,13,1,4,1,1.17,24.0
69,11,2,2,0,1.08,9.38
97,20,3,1,1,2.63,15.33
39,21,6,5,1,3.2,26.76
111,12,2,9,1,0.47,32.42
165,15,6,4,0,0.53,21.66
150,15,6,1,0,0.0,18.24
135,21,3,8,1,7.33,34.06
69,12,3,7,1,0.0,17.53
65,0,1,7,0,0.95,24.43
37,18,6,7,1,2.05,29.53
167,15,3,10,0,2.4,27.77
40,17,3,1,0,1.46,11.98
198,5,6,6,0,5.55,26.27
88,20,3,7,1,2.54,30.99
172,9,4,8,0,1.82,21.56
176,16,1,5,0,0.16,18.49
112,17,5,5,0,0.66,22.49
134,17,5,1,0,0.0,14.03
58,13,2,6,1,0.56,18.82
6,14,5,3,0,1.36,16.7
132,10,0,6,0,1.07,23.33
23,22,3,2,0,2.47,14.12
177,8,4,5,0,1.13,18.96
61,11,5,11,0,2.92,33.39
92,20,6,3,1,4.71,21.66
128,4,3,9,0,5.1,26.51
148,18,3,2,1,3.41,17.82
95,11,3,8,0,4.88,27.91
187,15,5,6,0,6.75,22.49
61,16,6,4,0,0.0,19.37
128,20,2,11,1,6.81,40.35
88,13,2,4,1,4.04,23.45
60,18,3,1,1,1.09,10.67
152,17,1,11,0,1.33,31.57
159,10,2,3,0,1.57,17.13
33,19,4,6,1,0.48,25.95
93,17,6,3,0,3.17,21.18
173,17,0,5,0,0.81,16.04
12,12,3,9,1,9.81,28.92
101,18,2,1,1,0.0,11.78
142,22,1,4,0,1.91,17.55
81,9,3,1,0,4.97,15.36
191,15,1,4,0,0.0,11.79
102,16,0,6,0,3.83,21.1
113,17,5,10,0,5.43,31.07
110,13,0,4,1,1.54,15.63
100,19,2,3,1,1.1,20.31
1,21,0,4,1,2.25,19.9
66,18,4,11,1,2.68,38.24
47,18,5,5,1,2.56,24.82
68,10,2,1,0,4.84,13.72
82,11,1,8,0,3.77,18.72
112,18,4,4,1,0.41,17.64
132,5,6,8,0,0.0,21.25
61,13,5,4,1,2.1,27.88
166,17,0,3,0,5.61,18.91
173,19,1,4,1,1.38,26.64
15,13,4,9,1,1.15,30.44
183,13,0,3,1,6.92,24.01
101,8,6,10,0,0.11,30.53
120,12,3,4,1,2.58,17.7
162,18,3,1,1,1.77,17.43
198,22,3,10,0,7.56,29.26
161,9,1,7,0,2.53,27.97
56,16,6,5,0,7.31,23.4
58,11,6,5,0,0.01,21.48
86,21,4,10,1,1.73,29.88
111,11,1,6,0,1.22,21.43
108,12,3,11,1,2.78,39.99
77,18,0,9,1,3.53,35.24
21,0,0,7,0,1.99,20.36
131,21,6,1,1,0.0,19.94
172,0,5,10,0,0.0,31.3
158,12,6,7,1,4.12,32.14
142,8,2,6,0,1.59,19.88
126,3,4,10,0,1.15,32.5
124,14,4,10,0,2.52,26.58
115,14,0,4,0,2.56,19.52
134,9,2,2,0,0.53,12.55
179,15,3,4,0,8.27,24.12
118,11,1,5,0,0.92,15.26
69,20,2,9,1,0.63,30.36
125,15,3,10,0,2.07,30.26
156,14,6,6,0,1.0,20.52
57,20,3,2,1,0.24,13.58
14,0,1,6,0,1.68,17.34
27,12,0,10,1,1.56,33.14
109,19,2,4,1,1.52,23.24
71,19,6,8,1,4.82,35.51
162,10,5,8,0,1.16,21.04
116,17,3,8,0,5.4,23.85
190,18,2,11,1,0.76,34.53
179,1,2,9,0,7.57,26.07
59,19,5,7,1,1.03,25.72
103,18,4,10,1,0.0,28.07
77,17,4,10,0,2.9,25.72
106,15,3,8,0,0.09,22.05
51,12,3,2,1,11.36,25.76
54,7,5,6,0,5.9,29.0
5,20,6,8,1,1.17,31.45
7,12,1,11,1,0.0,33.38
24,13,1,10,1,1.29,32.61
173,23,2,7,0,2.74,22.83
26,21,1,11,1,3.74,32.92
74,13,3,7,1,5.02,34.88
35,10,2,4,0,11.27,24.88
71,5,2,2,0,5.42,18.89
103,19,4,6,1,2.17,27.74
49,14,1,4,0,2.82,18.71
112,16,5,5,0,2.94,23.26
7,12,3,1,1,1.08,13.27
55,21,5,1,1,3.99,17.77
121,19,1,11,1,3.29,30.51
42,15,3,2,0,2.56,13.65
5,16,3,9,0,0.91,26.02
161,14,2,1,0,1.28,9.32
27,6,3,3,0,0.46,13.04
168,18,1,10,1,1.47,29.06
72,7,5,9,0,2.95,31.21
143,12,0,8,1,2.07,27.65
46,19,0,5,1,4.2,27.22
54,18,2,3,1,7.52,22.49
164,16,6,9,0,1.57,23.43
89,12,6,11,1,5.48,35.94
148,12,0,3,1,4.33,19.77
136,12,1,11,1,1.64,28.04
51,15,3,3,0,10.4,19.37
139,16,3,1,0,1.28,13.23
142,21,0,10,1,0.0,28.11
45,11,6,1,0,0.33,14.88
16,8,5,7,0,2.37,26.37
161,17,3,3,0,0.47,18.49
7,7,4,11,0,0.59,28.62
170,7,6,2,0,3.97,9.99
9,19,5,7,1,3.67,31.18
107,8,1,10,0,1.11,28.96
32,15,4,10,0,2.35,24.92
32,23,2,8,0,0.0,25.82
33,21,1,9,1,0.71,31.4
15,8,4,11,0,1.01,28.66
85,17,5,4,0,0.86,17.08
176,16,4,4,0,0.0,14.36
93,8,6,7,0,3.17,31.15
13,15,2,1,0,4.62,9.38
107,9,3,7,0,3.03,24.66
27,11,6,6,0,0.0,21.1
79,18,3,7,1,0.79,27.36
91,11,2,9,0,0.29,28.28
49,9,1,11,0,2.04,33.87
12,13,0,9,1,10.67,34.08
23,19,5,6,1,1.19,22.25
175,18,4,10,1,4.01,32.6
165,22,3,1,0,0.22,10.08
179,13,5,7,1,7.39,29.88
117,22,3,6,0,7.34,24.34
134,14,4,1,0,0.52,9.79
117,17,2,8,0,4.94,21.81
195,21,4,5,1,2.63,24.15
170,18,3,2,1,2.27,14.64
37,9,4,10,0,1.2,25.21
61,21,2,10,1,1.68,31.34
130,21,2,3,1,2.02,13.44
148,22,2,1,0,3.92,17.37
118,10,0,9,0,1.15,26.09
154,19,3,9,1,1.72,31.2
136,18,1,6,1,2.04,23.19
35,15,0,10,0,9.78,34.42
167,17,1,3,0,1.18,16.16
93,21,0,3,1,3.86,19.02
91,22,2,8,0,1.43,24.82
157,15,5,7,0,5.24,23.87
19,13,4,6,1,1.67,21.71
135,15,5,7,0,7.7,25.54
16,23,2,11,0,0.0,24.31
58,19,3,8,1,1.64,31.9
23,20,3,4,1,1.37,15.34
179,5,6,4,0,7.76,23.73
96,18,1,1,1,2.29,17.82
98,20,4,2,1,3.8,13.32
103,14,4,2,0,0.34,13.24
172,17,3,11,0,0.0,31.99
86,6,5,5,0,0.3,18.96
39,19,5,2,1,5.05,18.09
47,17,6,6,0,0.0,15.07
181,12,0,10,1,0.0,28.34
75,20,0,8,1,3.21,30.5
139,14,6,7,0,3.18,25.91
102,21,2,7,1,3.62,26.16
57,7,3,11,0,1.99,26.22
127,12,0,4,1,5.01,18.96
121,18,2,6,1,3.05,23.53
130,19,3,7,1,4.17,24.94
76,10,6,10,0,5.32,35.89
2,12,3,11,1,9.79,36.29
200,19,0,2,1,4.65,21.63
74,18,5,2,1,4.9,19.38
108,23,0,8,0,3.74,26.5
87,9,6,9,0,4.62,32.56
49,7,4,5,0,2.56,21.44
121,16,1,7,0,3.79,24.46
22,18,1,10,1,0.43,26.94
11,13,2,4,1,0.78,18.72
86,19,0,11,1,0.22,29.05
112,18,2,7,1,0.0,19.78
3,20,2,7,1,5.06,31.32
154,8,6,5,0,1.4,23.4
45,12,5,11,1,0.25,34.97
163,9,3,5,0,3.24,19.68
4,21,4,9,1,2.66,31.37
35,18,6,1,1,10.77,27.57
122,12,2,2,1,8.16,20.71
7,16,3,8,0,0.5,25.65
8,11,0,4,0,5.21,16.03
54,12,6,1,1,5.46,22.3
154,21,0,6,1,1.95,24.09
164,10,0,5,0,2.11,14.04
62,19,3,11,1,0.0,39.06
65,12,1,10,1,2.81,34.15
90,9,0,9,0,1.72,29.56
152,12,6,1,1,1.98,22.95
63,20,6,8,1,6.04,30.77
82,19,4,10,1,4.03,27.37
133,15,5,1,0,0.0,12.58
17,7,1,3,0,0.8,16.05
99,20,6,2,1,1.91,22.43
85,19,5,1,1,0.25,20.66
28,11,3,3,0,1.74,18.97
111,8,3,7,0,1.03,26.74
162,17,3,10,0,3.22,25.29
124,20,2,8,1,1.39,25.51
87,9,0,10,0,3.33,26.45
178,17,5,7,0,3.13,21.28
32,20,3,1,1,0.1,17.63
82,0,0,11,0,2.37,33.69
49,19,4,9,1,2.28,27.61
82,11,1,1,0,1.49,15.61
130,3,5,2,0,1.98,15.55
183,12,5,7,1,8.56,31.05
132,15,5,9,0,0.86,24.69
30,19,4,8,1,0.0,22.43
164,13,3,5,1,0.7,21.98
172,10,3,9,0,0.0,24.51
136,16,4,9,0,1.27,25.88
155,20,4,9,1,14.06,38.96
152,21,3,1,1,0.75,9.62
1,11,4,10,0,0.69,24.91
111,18,3,4,1,1.98,22.97
3,11,5,11,0,3.97,31.13
192,20,2,11,1,8.81,38.94
138,9,1,10,0,2.82,30.89
156,22,6,8,0,0.0,25.39
121,8,4,6,0,4.03,26.04
192,12,4,7,1,8.16,35.36
157,12,2,1,1,4.79,16.47
117,18,4,6,1,4.05,30.59
53,10,0,8,0,8.27,31.73
4,15,5,4,0,1.04,15.02
97,10,3,9,0,3.77,27.39
84,19,0,2,1,0.0,18.33
188,17,1,2,0,1.87,9.66
89,21,5,8,1,6.21,34.32
144,15,4,4,0,1.48,21.74
195,14,4,9,0,0.0,25.37
52,9,1,3,0,5.18,19.67
155,21,5,11,1,13.67,44.41
198,10,6,6,0,8.06,30.66
104,20,2,10,1,2.71,30.51
184,12,0,2,1,4.04,13.91
194,10,2,7,0,2.27,23.12
72,22,3,5,0,0.0,10.59
171,21,2,2,1,1.4,15.1
102,19,5,1,1,3.63,17.84
7,19,6,6,1,0.26,22.2
147,22,0,10,0,4.14,27.71
108,7,4,11,0,2.92,29.85
173,21,2,9,1,2.56,27.73
141,13,6,3,1,9.86,23.35
197,8,5,1,0,2.56,15.0
165,17,2,5,0,1.16,14.5
152,14,5,5,0,0.0,20.14
80,19,1,2,1,0.53,12.09
90,7,3,2,0,2.96,15.44
117,12,1,11,1,3.49,37.51
182,6,6,2,0,0.0,11.32
35,3,6,5,0,10.65,20.33
23,18,6,6,1,0.0,21.31
56,7,5,3,0,8.63,20.09
57,15,5,5,0,0.0,21.93
114,11,0,10,0,6.36,32.79
20,20,3,9,1,0.81,28.88
136,12,6,4,1,0.0,19.11
73,18,3,7,1,0.0,18.53
197,12,1,10,1,3.25,30.46
2,18,1,10,1,8.44,34.88
137,13,1,9,1,1.31,27.97
180,14,2,7,0,0.9,20.94
77,18,3,6,1,3.42,28.21
158,20,0,6,1,2.26,24.91
65,13,0,6,1,0.89,20.62
134,6,5,8,0,2.79,26.59
17,11,2,6,0,0.73,20.93
106,12,4,10,1,0.89,30.24
146,13,5,6,1,0.43,26.07
48,3,6,9,0,2.88,24.5
128,13,3,9,1,5.4,35.99
120,16,3,8,0,3.28,26.47
15,22,2,11,0,0.73,33.21
118,13,3,5,1,0.27,15.37
79,8,1,10,0,2.02,30.91
103,17,4,6,0,1.1,16.32
187,11,4,2,0,3.28,12.37
134,20,2,1,1,0.95,16.27
97,18,0,2,1,1.54,14.02
194,21,4,2,1,2.25,13.68
126,16,2,9,0,1.28,23.3
150,16,6,7,0,1.32,24.25
147,13,1,11,1,1.76,29.47
58,20,4,2,1,1.46,15.01
8,14,3,1,0,5.3,10.66
200,10,0,5,0,5.17,18.89
135,13,3,10,1,8.22,34.66
166,19,5,2,1,3.88,26.97
192,17,3,7,0,5.93,30.4
81,17,3,7,0,7.03,27.6
74,12,4,10,1,5.9,33.56
178,21,5,3,1,1.03,14.47
82,15,6,10,0,2.98,34.69
171,13,6,2,1,2.96,17.55
141,19,2,1,1,10.47,18.94
122,19,4,5,1,7.35,29.59
86,20,1,1,1,2.17,18.22
168,6,4,5,0,0.0,16.28
97,17,1,3,0,2.08,17.81
58,21,6,7,1,0.21,25.85
199,14,3,6,0,6.6,24.99
172,20,1,3,1,0.0,18.7
170,10,3,3,0,3.87,15.58
159,11,4,11,0,2.54,32.85
197,22,3,8,0,6.9,26.89
166,11,5,1,0,6.95,17.35
83,14,1,7,0,0.43,19.69
77,6,2,9,0,3.87,27.01
27,14,2,1,0,2.99,8.94
83,11,3,10,0,2.68,23.91
173,13,4,4,1,1.44,21.32
26,18,0,3,1,3.43,18.49
27,13,5,1,1,0.09,14.69
184,12,5,8,1,4.97,27.22
14,8,3,3,0,0.43,10.89
93,20,4,8,1,4.38,33.21
164,12,0,2,1,2.27,16.77
150,23,6,9,0,1.12,18.45
19,19,6,5,1,0.0,24.44
76,18,4,7,1,5.19,26.98
195,9,1,4,0,0.98,23.77
8,16,3,7,0,5.75,24.76
80,21,0,1,1,1.2,16.8
114,20,3,3,1,5.74,21.22
70,7,6,7,0,13.23,28.81
191,10,3,7,0,1.01,22.82
157,6,5,10,0,4.48,33.33
73,22,5,10,0,1.29,25.85
179,10,2,3,0,8.75,20.21
51,11,5,2,0,9.53,25.67
36,12,5,1,1,4.68,20.06
123,18,5,4,1,0.94,17.52
107,21,1,9,1,3.15,28.69
5,0,2,3,0,0.04,14.43
106,15,2,10,0,1.11,27.16
153,21,4,10,1,0.0,29.19
75,18,3,3,1,4.28,19.4
40,5,4,10,0,3.62,33.15
2,13,5,11,1,8.9,39.74
196,16,0,11,0,2.61,30.72
188,20,6,2,1,4.03,23.03
116,21,0,9,1,6.38,33.25
38,17,6,3,0,1.59,20.14
154,15,5,9,0,1.17,25.57
158,22,6,6,0,4.68,22.56
51,20,6,7,1,10.42,35.77
139,9,5,10,0,1.73,27.99
154,23,1,10,0,2.69,30.62
70,23,1,5,0,11.28,23.41
158,21,5,5,1,6.66,30.6
132,10,6,3,0,0.08,12.77
120,19,4,9,1,2.46,28.94
58,8,6,9,0,0.26,23.51
108,14,4,3,0,4.33,17.01
146,16,1,9,0,0.0,28.12
172,8,1,9,0,0.0,25.19
52,15,2,6,0,2.97,24.23
92,2,1,9,0,4.44,22.08
32,9,5,2,0,0.61,17.13
106,7,4,9,0,1.19,21.26
95,19,1,5,1,5.7,27.11
145,11,0,2,0,0.62,14.1
177,18,4,4,1,5.07,27.76
93,8,0,5,0,3.53,16.7
176,20,0,11,1,0.0,29.94
80,12,2,6,1,1.38,24.51
196,12,1,4,1,0.0,15.42
71,20,5,8,1,5.26,27.28
134,20,1,11,1,1.09,34.4
72,11,4,1,0,0.0,6.17
178,14,2,11,0,2.88,34.36
121,10,5,1,0,5.24,17.17
9,8,1,5,0,3.74,22.04
198,17,5,11,0,6.68,32.65
23,15,0,11,0,0.07,27.02
81,22,1,7,0,5.83,31.54
55,20,2,8,1,2.0,30.06
198,20,4,8,1,5.32,31.75
200,13,0,2,1,4.17,15.91
122,6,4,11,0,8.09,33.01
182,10,5,6,0,2.1,25.77
58,22,3,1,0,1.29,14.51
45,9,0,6,0,2.42,21.65
11,16,2,7,0,0.07,20.81
46,11,0,5,0,3.62,20.08
197,13,1,7,1,4.68,33.85
11,21,3,10,1,0.0,33.9
